,txId,Name,Politician Id,Party,Chamber,State,Asset Type,Issuer,Ticker,Issuer Country,Type,Date Traded,Date Published,Trade Size,Trade Price,Trade Value
0,20003773574,Suzanne Lee,L000590,Democrat,House,NV,Stock,RHEINMETALL AG,RNMBY,de,Buy,2024-05-10,2024-05-24,70.0,115.347,8000
1,20003773573,Laurel Lee,L000597,Republican,House,FL,Corporate-bond,TUHURA BIOSCIENCES INC,,,Buy,2024-05-06,2024-05-25,,,175000
2,20003773567,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,2024-05-23,,,1000000
3,20003773568,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,2024-05-23,,,1000000
4,20003773569,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,2024-05-23,,,1000000
5,20003773570,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,2024-05-23,,,1000000
6,20003773571,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,2024-05-23,,,1000000
7,20003773572,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,2024-05-23,,,1000000
8,20003773566,Stephen Lynch,L000562,Democrat,House,MA,Stock,NVIDIA Corporation,NVDA,us,Buy,2024-05-22,2024-05-23,9.0,949.5,8000
9,20003773564,Jeffrey Duncan,D000615,Republican,House,SC,Stock,Colgate-Palmolive Co,CL,us,Sell,2023-08-25,2024-05-23,109.0,73.83,8000
10,20003773565,Jeffrey Duncan,D000615,Republican,House,SC,Stock,JD.com Inc,JD,cn,Sell,2023-08-25,2024-05-23,244.0,32.96,8000
11,10000062398,Gary Peters,P000595,Democrat,Senate,MI,Stock,SOLVENTUM CORP,SOLV,us,Sell,2024-05-14,2024-05-23,,,8000
12,10000062399,Gary Peters,P000595,Democrat,Senate,MI,Stock,Carnival Corporation & PLC,CCL,us,Sell,2024-05-14,2024-05-23,552.0,14.52,8000
13,10000062400,Gary Peters,P000595,Democrat,Senate,MI,Stock,Schlumberger Ltd,SLB,us,Sell,2024-05-14,2024-05-23,165.0,48.62,8000
14,10000062401,Gary Peters,P000595,Democrat,Senate,MI,Stock,International Flavors & Fragrances Inc,IFF,us,Sell,2024-05-14,2024-05-23,337.0,96.63,32500
15,20003773561,Kathy Manning,M001135,Democrat,House,NC,Hedge-pvt-eq-funds-non-eif,SEVEN BRIDGES LONG SHORT EQUITY FUND LTD,,,Sell,2024-04-22,2024-05-22,,,175000
16,20003773562,Kathy Manning,M001135,Democrat,House,NC,Hedge-pvt-eq-funds-non-eif,SEVEN BRIDGES LONG SHORT EQUITY FUND LTD,,,Sell,2024-05-03,2024-05-22,,,750000
17,20003773563,Kathy Manning,M001135,Democrat,House,NC,Hedge-pvt-eq-funds-non-eif,SEVEN BRIDGES MULTI STRATEGY FUND LP,,,Buy,2024-04-22,2024-05-22,,,175000
18,20003773551,William Keating,K000375,Democrat,House,MA,Stock,Accenture PLC,ACN,ie,Sell,2024-05-17,2024-05-22,27.0,303.59,8000
19,20003773552,William Keating,K000375,Democrat,House,MA,Stock,Airbnb Inc,ABNB,us,Sell,2024-05-17,2024-05-22,55.0,145.66,8000
20,20003773553,William Keating,K000375,Democrat,House,MA,Stock,Alphabet Inc,GOOGL,us,Sell,2024-05-17,2024-05-22,46.0,176.06,8000
21,20003773554,William Keating,K000375,Democrat,House,MA,Stock,Amazon.com Inc,AMZN,us,Buy,2024-05-17,2024-05-22,177.0,184.7,32500
22,20003773555,William Keating,K000375,Democrat,House,MA,Stock,AutoZone Inc,AZO,us,Sell,2024-05-17,2024-05-22,4.0,2917.5,8000
23,20003773556,William Keating,K000375,Democrat,House,MA,Stock,CVS Health Corp,CVS,us,Sell,2024-05-17,2024-05-22,140.0,57.68,8000
24,20003773557,William Keating,K000375,Democrat,House,MA,Stock,Jacobs Engineering Group Inc,J,us,Sell,2024-05-17,2024-05-22,59.0,136.44,8000
25,20003773558,William Keating,K000375,Democrat,House,MA,Stock,Lowe's Cos Inc,LOW,us,Sell,2024-05-17,2024-05-22,35.0,231.11,8000
26,20003773559,William Keating,K000375,Democrat,House,MA,Corporate-bond,McDonald's Corp,MCD,us,Sell,2024-05-17,2024-05-22,,,32500
27,20003773560,William Keating,K000375,Democrat,House,MA,Stock,Microsoft Corp,MSFT,us,Sell,2024-05-17,2024-05-22,20.0,420.21,8000
28,20003773549,Neal Dunn,D000628,Republican,House,FL,Preferred-shares,JPMorgan Chase & Co,JPM,us,Sell,2024-04-24,2024-05-22,366.0,21.88,8000
29,20003773550,Neal Dunn,D000628,Republican,House,FL,Preferred-shares,JPMorgan Chase & Co,JPM,us,Sell,2024-04-24,2024-05-22,321.0,24.97,8000
30,20003773548,Peter Sessions,S000250,Republican,House,TX,Stock,NVIDIA Corporation,NVDA,us,Sell,2024-05-21,2024-05-22,79.0,953.86,75000
31,10000062395,Richard Blumenthal,B001277,Democrat,Senate,CT,Other-investment-fund,RADCLIFF PS I LLC,,,Buy,2024-04-24,2024-05-21,,,375000
32,10000062396,Richard Blumenthal,B001277,Democrat,Senate,CT,Municipal-security,BRAZIL GOVERNMENT BONDS,,,Sell,2024-04-17,2024-05-21,,,175000
33,10000062397,Richard Blumenthal,B001277,Democrat,Senate,CT,Municipal-security,BRAZIL GOVERNMENT BONDS,,,Sell,2024-04-17,2024-05-21,,,8000
34,20003773326,Anna Paulina Luna,L000596,Republican,House,FL,Ownership-interest,AMERICA FIRST NATURAL RESOURCES LLC,,,Buy,2024-04-23,2024-05-20,,,75000
35,20003773327,Anna Paulina Luna,L000596,Republican,House,FL,Ownership-interest,AMERICA FIRST NATURAL RESOURCES LLC,,,Buy,2024-05-20,2024-05-20,,,175000
36,20003773328,Anna Paulina Luna,L000596,Republican,House,FL,Ownership-interest,AMERICA FIRST NATURAL RESOURCES LLC,,,Buy,2024-05-20,2024-05-20,,,75000
37,20003773323,Eleanor Holmes Norton,N000147,Democrat,House,WA,Municipal-security,DISTRICT OF COLUMBIA,,,Sell,2024-05-13,2024-05-21,,,75000
38,20003773324,Eleanor Holmes Norton,N000147,Democrat,House,WA,Municipal-security,DISTRICT OF COLUMBIA WATER AND SEWER AUTHORITY,,,Sell,2024-05-13,2024-05-21,,,32500
39,20003773325,Eleanor Holmes Norton,N000147,Democrat,House,WA,Municipal-security,VIRGINIA RESOURCES AUTHORITY,,,Sell,2024-05-13,2024-05-21,,,32500
40,20003773329,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF DALLAS,,,Buy,2024-04-01,2024-05-17,,,175000
41,20003773330,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF COLUMBUS OHIO,,,Buy,2024-04-29,2024-05-17,,,175000
42,20003773331,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF ORLANDO FLORIDA,,,Buy,2024-04-29,2024-05-17,,,175000
43,20003773332,Michael McCaul,M001157,Republican,House,TX,Municipal-security,DISTRICT OF COLUMBIA WATER AND SEWER AUTHORITY,,,Buy,2024-04-25,2024-05-17,,,175000
44,20003773333,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ARKANSAS STATE HIGHWAY AND TRANSPORTATION DEPARTMENT,,,Buy,2024-04-29,2024-05-17,,,175000
45,20003773334,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF LEANDER TEXAS,,,Buy,2024-04-25,2024-05-17,,,175000
46,20003773335,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF RHODE ISLAND,,,Buy,2024-04-15,2024-05-17,,,175000
47,20003773336,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-23,2024-05-17,1361.0,128.64,175000
48,20003773337,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-24,2024-05-17,595.0,126.16,75000
49,20003773338,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF SAN ANTONIO TEXAS,,,Buy,2024-04-15,2024-05-17,,,75000
50,20003773339,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-04-12,2024-05-17,147.0,511.9,75000
51,20003773340,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-02,2024-05-17,75001.0,1.0,75000
52,20003773341,Michael McCaul,M001157,Republican,House,TX,Municipal-security,METROPOLITAN WASHINGTON AIRPORTS AUTHORITY,,,Buy,2024-04-04,2024-05-17,,,75000
53,20003773342,Michael McCaul,M001157,Republican,House,TX,Municipal-security,SCHOOL BOARD OF BROWARD COUNTY FLORIDA,,,Buy,2024-04-24,2024-05-17,,,75000
54,20003773343,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF WASHINGTON,,,Buy,2024-04-01,2024-05-17,,,75000
55,20003773344,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-12,2024-05-17,75001.0,1.0,75000
56,20003773345,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-25,2024-05-17,75001.0,1.0,75000
57,20003773346,Michael McCaul,M001157,Republican,House,TX,Stock,Alcoa Corp,AA,us,Buy,2024-04-30,2024-05-17,2135.0,35.14,75000
58,20003773347,Michael McCaul,M001157,Republican,House,TX,Stock,Alcoa Corp,AA,us,Buy,2024-04-19,2024-05-17,2112.0,35.53,75000
59,20003773348,Michael McCaul,M001157,Republican,House,TX,Stock,Bayer AG,BAYRY,de,Buy,2024-04-18,2024-05-17,10731.0,6.99,75000
60,20003773349,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-09,2024-05-17,568.0,132.17,75000
61,20003773350,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-22,2024-05-17,549.0,136.69,75000
62,20003773351,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-16,2024-05-17,577.0,130.07,75000
63,20003773352,Michael McCaul,M001157,Republican,House,TX,Stock,Prosus NV,PROSY,nl,Buy,2024-04-15,2024-05-17,5232.0,6.212,32500
64,20003773353,Michael McCaul,M001157,Republican,House,TX,Stock,Woodward Inc,WWD,us,Buy,2024-04-30,2024-05-17,201.0,162.36,32500
65,20003773354,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-10,2024-05-17,73.0,450.05,32500
66,20003773355,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-24,2024-05-17,104.0,315.98,32500
67,20003773356,Michael McCaul,M001157,Republican,House,TX,Stock,SAP SE,SAP,de,Buy,2024-04-29,2024-05-17,178.0,183.77,32500
68,20003773357,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-22,2024-05-17,67.0,491.23,32500
69,20003773358,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-29,2024-05-17,108.0,303.15,32500
70,20003773359,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-08,2024-05-17,32501.0,1.0,32500
71,20003773360,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-04-30,2024-05-17,76.0,430.17,32500
72,20003773361,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-29,2024-05-17,67.0,489.03,32500
73,20003773362,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-11,2024-05-17,74.0,441.72,32500
74,20003773363,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-19,2024-05-17,100.0,328.33,32500
75,20003773364,Michael McCaul,M001157,Republican,House,TX,Stock,Discover Financial Services,DFS,us,Buy,2024-04-22,2024-05-17,257.0,126.68,32500
76,20003773365,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-15,2024-05-17,32501.0,1.0,32500
77,20003773366,Michael McCaul,M001157,Republican,House,TX,Stock,Fiserv Inc,FI,us,Buy,2024-04-30,2024-05-17,214.0,152.67,32500
78,20003773367,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-23,2024-05-17,32501.0,1.0,32500
79,20003773368,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-10,2024-05-17,103.0,319.17,32500
80,20003773369,Michael McCaul,M001157,Republican,House,TX,Stock,FirstCash Holdings Inc,FCFS,us,Buy,2024-04-30,2024-05-17,288.0,112.98,32500
81,20003773370,Michael McCaul,M001157,Republican,House,TX,Stock,BJ's Wholesale Club Holdings Inc,BJ,us,Buy,2024-04-22,2024-05-17,440.0,74.02,32500
82,20003773371,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-24,2024-05-17,32501.0,1.0,32500
83,20003773372,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-09,2024-05-17,8001.0,1.0,8000
84,20003773373,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-01,2024-05-17,8001.0,1.0,8000
85,20003773374,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Buy,2024-04-24,2024-05-17,,,8000
86,20003773375,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Buy,2024-04-02,2024-05-17,,,8000
87,20003773376,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-26,2024-05-17,8001.0,1.0,8000
88,20003773377,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-23,2024-05-17,20.0,407.57,8000
89,20003773378,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-22,2024-05-17,21.0,400.96,8000
90,20003773379,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-12,2024-05-17,20.0,421.9,8000
91,20003773380,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Sell,2024-04-30,2024-05-17,,,8000
92,20003773381,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Sell,2024-04-23,2024-05-17,,,8000
93,20003773382,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-25,2024-05-17,51.0,161.26,8000
94,20003773383,Michael McCaul,M001157,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2024-04-29,2024-05-17,48.0,167.9,8000
95,20003773384,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-02,2024-05-17,20.0,421.44,8000
96,20003773385,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-04-02,2024-05-17,54.0,614.21,32500
97,20003773386,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-24,2024-05-17,205.0,159.19,32500
98,20003773387,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-18,2024-05-17,213.0,152.94,32500
99,20003773388,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-04-12,2024-05-17,53.0,622.83,32500
100,20003773389,Michael McCaul,M001157,Republican,House,TX,Municipal-security,SOUTH CAROLINA STATE HOUSING FINANCE AND DEVELOPMENT AUTHORITY,,,Sell,2024-04-09,2024-05-17,,,32500
101,20003773390,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-09,2024-05-17,211.0,154.49,32500
102,20003773391,Michael McCaul,M001157,Republican,House,TX,Stock,EPAM Systems Inc,EPAM,us,Sell,2024-04-30,2024-05-17,139.0,235.26,32500
103,20003773392,Michael McCaul,M001157,Republican,House,TX,Stock,Chipotle Mexican Grill Inc,CMG,us,Sell,2024-04-12,2024-05-17,12.0,2957.6,32500
104,20003773393,Michael McCaul,M001157,Republican,House,TX,Stock,AUTODESK Inc,ADSK,us,Sell,2024-04-12,2024-05-17,138.0,236.98,32500
105,20003773394,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-12,2024-05-17,478.0,68.07,32500
106,20003773395,Michael McCaul,M001157,Republican,House,TX,Stock,Safran SA,SAFRY,fr,Sell,2024-04-08,2024-05-17,576.0,56.436,32500
107,20003773396,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-15,2024-05-17,212.0,153.7,32500
108,20003773397,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-18,2024-05-17,32501.0,1.0,32500
109,20003773398,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-11,2024-05-17,32501.0,1.0,32500
110,20003773399,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,2024-05-17,,,32500
111,20003773400,Michael McCaul,M001157,Republican,House,TX,Stock,ITT Inc,ITT,us,Sell,2024-04-24,2024-05-17,250.0,130.48,32500
112,20003773401,Michael McCaul,M001157,Republican,House,TX,Stock,Accenture PLC,ACN,ie,Sell,2024-04-30,2024-05-17,109.0,300.91,32500
113,20003773402,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-16,2024-05-17,75001.0,1.0,75000
114,20003773403,Michael McCaul,M001157,Republican,House,TX,Stock,FirstCash Holdings Inc,FCFS,us,Sell,2024-04-26,2024-05-17,649.0,115.71,75000
115,20003773404,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-29,2024-05-17,75001.0,1.0,75000
116,20003773405,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-10,2024-05-17,75001.0,1.0,75000
117,20003773406,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-19,2024-05-17,75001.0,1.0,75000
118,20003773407,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-22,2024-05-17,75001.0,1.0,75000
119,20003773408,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-24,2024-05-17,1029.0,72.91,75000
120,20003773409,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-23,2024-05-17,2537.0,68.99,175000
121,20003773410,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-30,2024-05-17,175001.0,1.0,175000
122,20003773411,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ARKANSAS DEVELOPMENT FINANCE AUTHORITY,,,Sell,2024-04-01,2024-05-17,,,175000
123,20003773412,Michael McCaul,M001157,Republican,House,TX,Municipal-security,MAINE STATE HOUSING AUTHORITY,,,Sell,2024-04-30,2024-05-17,,,175000
124,20003773413,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CONNECTICUT HOUSING FINANCE AUTHORITY,,,Sell,2024-04-05,2024-05-17,,,175000
125,20003773414,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,2024-05-17,,,175000
126,20003773415,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF MASSACHUSETTS,,,Sell,2024-04-19,2024-05-17,,,175000
127,20003773416,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ILLINOIS STATE TOLL HIGHWAY AUTHORITY,,,Sell,2024-04-02,2024-05-17,,,175000
128,20003773417,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,2024-05-17,,,375000
129,20003773418,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-04-29,2024-05-17,,,8000
130,20003773419,Michael McCaul,M001157,Republican,House,TX,Private-equity-fund,MAYS ALLOCATE LP,,,Buy,2024-04-19,2024-05-17,,,8000
131,20003773420,Michael McCaul,M001157,Republican,House,TX,Venture-capital,UBIQUITY VENTURES III,,,Buy,2024-04-18,2024-05-17,,,8000
132,20003773421,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-04-10,2024-05-17,,,8000
133,20003773422,Michael McCaul,M001157,Republican,House,TX,Stock,The Kraft Heinz Co,KHC,us,Buy,2024-04-03,2024-05-17,4683.0,37.37,175000
134,20003773423,Michael McCaul,M001157,Republican,House,TX,Stock,The Kraft Heinz Co,KHC,us,Buy,2024-04-22,2024-05-17,4588.0,38.15,175000
135,20003773424,Michael McCaul,M001157,Republican,House,TX,Stock,Ally Financial Inc,ALLY,us,Buy,2024-04-03,2024-05-17,1922.0,39.04,75000
136,20003773425,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Buy,2024-04-03,2024-05-17,1314.0,57.13,75000
137,20003773426,Michael McCaul,M001157,Republican,House,TX,Stock,Tapestry Inc,TPR,us,Buy,2024-04-03,2024-05-17,3875.0,45.17,175000
138,20003773427,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Buy,2024-04-22,2024-05-17,2865.0,61.1,175000
139,20003773428,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-26,2024-05-17,,,1000000
140,20003773429,Michael McCaul,M001157,Republican,House,TX,Etf,Invesco QQQ Trust Series 1,QQQ,us,Sell,2024-04-10,2024-05-17,19.0,438.37,8000
141,20003773430,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard S&P 500 ETF,VOO,us,Sell,2024-04-10,2024-05-17,18.0,472.65,8000
142,20003773431,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,2024-05-17,32.0,254.97,8000
143,20003773432,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,2024-05-17,32.0,254.97,8000
144,20003773433,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,2024-05-17,32.0,254.97,8000
145,20003773434,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD LONG TERM TAX EXEMPT FUND,VWLUX,,Buy,2024-04-01,2024-05-17,,,8000
146,20003773435,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,DFA EMERGING MARKETS CORE EQUITY PORTFOLIO,DFCEX,,Buy,2024-04-01,2024-05-17,348.0,23.03,8000
147,20003773436,Michael McCaul,M001157,Republican,House,TX,Municipal-security,LAGUNA HILLS WATER CO,,,Sell,2024-04-30,2024-05-17,,,32500
148,20003773437,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,DFA EMERGING MARKETS CORE EQUITY PORTFOLIO,DFCEX,,Sell,2024-04-09,2024-05-17,343.0,23.34,8000
149,20003773438,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,DFA EMERGING MARKETS CORE EQUITY PORTFOLIO,DFCEX,,Sell,2024-04-09,2024-05-17,7499.0,23.34,175000
150,20003773439,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,HARDING LOEVNER INTERNATIONAL EQUITY PORTFOLIO,HLMIX,,Buy,2024-04-09,2024-05-17,305.0,26.32,8000
151,20003773440,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF DALLAS,,,Buy,2024-04-01,2024-05-17,,,75000
152,20003773441,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF COLUMBUS OHIO,,,Buy,2024-04-29,2024-05-17,,,75000
153,20003773442,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF ORLANDO FLORIDA,,,Buy,2024-04-29,2024-05-17,,,75000
154,20003773443,Michael McCaul,M001157,Republican,House,TX,Municipal-security,DISTRICT OF COLUMBIA WATER AND SEWER AUTHORITY,,,Buy,2024-04-25,2024-05-17,,,75000
155,20003773444,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ARKANSAS STATE HIGHWAY AND TRANSPORTATION DEPARTMENT,,,Buy,2024-04-29,2024-05-17,,,75000
156,20003773445,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF LEANDER TEXAS,,,Buy,2024-04-25,2024-05-17,,,75000
157,20003773446,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF RHODE ISLAND,,,Buy,2024-04-15,2024-05-17,,,75000
158,20003773447,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-02,2024-05-17,75001.0,1.0,75000
159,20003773448,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-23,2024-05-17,584.0,128.64,75000
160,20003773449,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-24,2024-05-17,595.0,126.16,75000
161,20003773450,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF SAN ANTONIO TEXAS,,,Buy,2024-04-15,2024-05-17,,,75000
162,20003773451,Michael McCaul,M001157,Republican,House,TX,Municipal-security,METROPOLITAN WASHINGTON AIRPORTS AUTHORITY,,,Buy,2024-04-04,2024-05-17,,,75000
163,20003773452,Michael McCaul,M001157,Republican,House,TX,Municipal-security,SCHOOL BOARD OF BROWARD COUNTY FLORIDA,,,Buy,2024-04-24,2024-05-17,,,75000
164,20003773453,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-04-12,2024-05-17,147.0,511.9,75000
165,20003773454,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF WASHINGTON,,,Buy,2024-04-01,2024-05-17,,,75000
